categoria,marca,modelo_2025,modelo_2026,valor_2025,valor_2024,valor_2023
A1,SUZUKI,NEW CELERIO 1.0 GL AMT,NEW CELERIO 1.0 GL AMT,"47,110","42,400","37,690"
A1,SUZUKI,NEW CELERIO 1.0 GL MT,NEW CELERIO 1.0 GL MT,"34,350","30,920","27,480"
A1,SUZUKI,NEW CELERIO SPORT 1.0 GLX AMT,NEW CELERIO SPORT 1.0 GLX AMT,"39,710","35,740","31,770"
A1,SUZUKI,NEW CELERIO SPORT GLX AMT,NEW CELERIO SPORT GLX AMT,"38,660","34,790","30,930"
A1,SUZUKI,NEW DZIRE GA MT,NEW DZIRE GA MT,"31,080","27,970","24,860"
A1,SUZUKI,NEW DZIRE GA MT GLPT,NEW DZIRE GA MT GLPT,"34,350","30,920","27,480"
A1,SUZUKI,NEW DZIRE GL AMT,NEW DZIRE GL AMT,"40,170","36,150","32,140"
A1,SUZUKI,NEW DZIRE GL AMT GLPT,NEW DZIRE GL AMT GLPT,"44,180","39,760","35,340"
A1,SUZUKI,NEW DZIRE GL MT,NEW DZIRE GL MT,"39,250","35,330","31,400"
A1,SUZUKI,NEW DZIRE GL MT GLPT,NEW DZIRE GL MT GLPT,"40,890","36,800","32,710"
A1,SUZUKI,NEW DZIRE GLX AMT,NEW DZIRE GLX AMT,"43,610","39,250","34,890"
A1,SUZUKI,NEW DZIRE GLX AMT GLPT,NEW DZIRE GLX AMT GLPT,"48,770","43,890","39,020"
A1,SUZUKI,NEW DZIRE GLX MT,NEW DZIRE GLX MT,"42,540","38,290","34,030"
A1,SUZUKI,NEW DZIRE GLX MT GLPT,NEW DZIRE GLX MT GLPT,"44,180","39,760","35,340"
A1,SUZUKI,S-PRESSO GA MT,S-PRESSO GA MT,"30,250","27,230","24,200"
A1,SUZUKI,S-PRESSO GL MT,S-PRESSO GL MT,"28,270","25,440","22,620"
A1,SUZUKI,WAGON R,WAGON R,"18,820","16,940","15,060"
A1,SUZUKI,OTROS MODELOS,OTROS MODELOS,"32,250","29,030","25,800"
A1,TESLA,MODEL 3,MODEL 3,"148,980","134,080","119,180"
A1,TESLA,MODEL 3 LONG RANGE,MODEL 3 LONG RANGE,"168,270","151,440","134,620"
A1,TESLA,MODEL 3 LONG RANGE AWD,MODEL 3 LONG RANGE AWD,"245,300","220,770","196,240"
A1,TESLA,OTROS MODELOS,OTROS MODELOS,"168,270","151,440","134,620"
A1,TOYOTA,AGYA,AGYA,"32,800","29,520","26,240"
A1,TOYOTA,,AGYA 1.0 MT,"41,970","37,770","33,580"
A1,TOYOTA,AGYA 1.0L E AT,AGYA 1.0L E AT,"30,310","27,280","24,250"
A1,TOYOTA,AGYA 1.0L E MT,AGYA 1.0L E MT,"26,930","24,240","21,540"
A1,TOYOTA,AGYA 1.0L G AT,AGYA 1.0L G AT,"40,990","36,890","32,790"
A1,TOYOTA,AGYA 1.0L G MT,AGYA 1.0L G MT,"31,970","28,770","25,580"
A1,TOYOTA,PLATZ,PLATZ,"37,530","33,780","30,020"
A1,TOYOTA,VITZ,VITZ,"29,480","26,530","23,580"
A1,TOYOTA,OTROS MODELOS,OTROS MODELOS,"32,390","29,150","25,910"
A1,VOLKSWAGEN,HIGH UP,HIGH UP,"39,920","35,930","31,940"
A1,VOLKSWAGEN,MOVE UP,MOVE UP,"38,270","34,440","30,620"
A1,VOLKSWAGEN,POLO COMFORTLINE 1.0TSI TIP,POLO COMFORTLINE 1.0TSI TIP,"56,550","50,900","45,240"
A1,VOLKSWAGEN,TAKE UP,TAKE UP,"34,350","30,920","27,480"
A1,VOLKSWAGEN,UP! CROSS UP!,UP! CROSS UP!,"32,750","29,480","26,200"
A1,VOLKSWAGEN,UP! MOVE UP!,UP! MOVE UP!,"42,540","38,290","34,030"
A1,VOLKSWAGEN,UP! MOVE UP! 1.0 MEC,UP! MOVE UP! 1.0 MEC,"39,580","35,620","31,660"
A1,VOLKSWAGEN,UP! TAKE UP!,UP! TAKE UP!,"35,980","32,380","28,780"
A1,VOLKSWAGEN,OTROS MODELOS,OTROS MODELOS,"38,930","35,040","31,140"
A1,ZOTYE,Z100,Z100,"27,800","25,020","22,240"
A1,ZOTYE,Z100 1.0L 5MT ELEGANT,Z100 1.0L 5MT ELEGANT,"27,800","25,020","22,240"
A1,ZOTYE,OTROS MODELOS,OTROS MODELOS,"27,800","25,020","22,240"
A2,ALFA ROMEO,145,145,"78,580","70,720","62,860"
A2,ALFA ROMEO,33 IE 1.3 C.C.,33 IE 1.3 C.C.,"55,340","49,810","44,270"
A2,ALFA ROMEO,33 IE 1.5 C.C.,33 IE 1.5 C.C.,"58,610","52,750","46,890"
A2,ALFA ROMEO,MITO 16V 1.4 TURBO,MITO 16V 1.4 TURBO,"99,840","89,860","79,870"
A2,ALFA ROMEO,OTROS MODELOS,OTROS MODELOS,"68,600","61,740","54,880"
A2,AUDI,A1 1.4 TFSI AMPLIFIELD,A1 1.4 TFSI AMPLIFIELD,"123,470","111,120","98,780"
A2,AUDI,A1 1.4T FSI S TRONIC,A1 1.4T FSI S TRONIC,"114,570","103,110","91,660"
A2,AUDI,A1 AMBITION 1.4 TFSI S TRONIC,A1 AMBITION 1.4 TFSI S TRONIC,"113,450","102,110","90,760"
A2,AUDI,A1 ATTRACTION 1.4 TFSI S TRONIC,A1 ATTRACTION 1.4 TFSI S TRONIC,"97,900","88,110","78,320"
A2,AUDI,A1 PI 1.4 TFSI STRONIC,A1 PI 1.4 TFSI STRONIC,"98,190","88,370","78,550"
A2,AUDI,A1 PI 1.4 TFSI STRONIC- RALLY CROSS EDITION,A1 PI 1.4 TFSI STRONIC- RALLY CROSS EDITION,"109,690","98,720","87,750"
A2,AUDI,A1 SPORTBACK 1.4 TFSI AMBITION,A1 SPORTBACK 1.4 TFSI AMBITION,"107,830","97,050","86,260"
A2,AUDI,A1 SPORTBACK 1.4 TFSI AMBITION 122HP S TRONIC,A1 SPORTBACK 1.4 TFSI AMBITION 122HP S TRONIC,"126,490","113,840","101,190"
A2,AUDI,A1 SPORTBACK 1.4 TFSI AMPLIFIELD,A1 SPORTBACK 1.4 TFSI AMPLIFIELD,"126,490","113,840","101,190"
A2,AUDI,A1 SPORTBACK 1.4 TFSI S TRONIC,A1 SPORTBACK 1.4 TFSI S TRONIC,"118,500","106,650","94,800"
A2,AUDI,A1 SPORTBACK PI 1.4 TFSI STRONIC,A1 SPORTBACK PI 1.4 TFSI STRONIC,"103,130","92,820","82,500"
A2,AUDI,A1 SPORTBACK PI 1.4 TFSI STRONIC RALLY CROSS ED,A1 SPORTBACK PI 1.4 TFSI STRONIC RALLY CROSS ED,"109,690","98,720","87,750"
A2,AUDI,A3 1.4T FSI S TRONIC,A3 1.4T FSI S TRONIC,"107,350","96,620","85,880"
A2,AUDI,A3 PI SEDAN ATTRACTION 1.2 TFSI STRONIC,A3 PI SEDAN ATTRACTION 1.2 TFSI STRONIC,"90,840","81,760","72,670"
A2,AUDI,A3 PI SPORTBACK ATTRACTION,A3 PI SPORTBACK ATTRACTION,"122,900","110,610","98,320"
A2,AUDI,A3 PI SPORTBACK ATTRACTION 1.2,A3 PI SPORTBACK ATTRACTION 1.2,"102,160","91,940","81,730"
A2,AUDI,A3 PI SPORTBACK ATTRACTION 1.2 TFSI STRONIC,A3 PI SPORTBACK ATTRACTION 1.2 TFSI STRONIC,"102,160","91,940","81,730"
A2,AUDI,A3 S3,A3 S3,"127,850","115,070","102,280"
A2,AUDI,A3 SEDAN 1.2 TFSI ATTRACTION,A3 SEDAN 1.2 TFSI ATTRACTION,"117,540","105,790","94,030"
A2,AUDI,A3 SEDAN 1.2 TFSI S TRONIC,A3 SEDAN 1.2 TFSI S TRONIC,"117,540","105,790","94,030"
A2,AUDI,A3 SEDAN ADVANCED 35 TFSI,A3 SEDAN ADVANCED 35 TFSI,"144,670","130,200","115,740"
A2,AUDI,A3 SEDAN ATTRACTION 1.2,A3 SEDAN ATTRACTION 1.2,"88,370","79,530","70,700"
A2,AUDI,A3 SEDAN ATTRACTION 1.2 TFSI STRONIC,A3 SEDAN ATTRACTION 1.2 TFSI STRONIC,"88,370","79,530","70,700"
A2,AUDI,A3 SEDAN ATTRACTION 1.2 TFSI STRONIC/ S LINE EXTERIORA3,SEDAN ATTRACTION 1.2 TFSI STRONIC/ S LINE EXTERIOR,"118,540","106,690","94,830"
A2,AUDI,A3 SEDAN ATTRACTION 35 TFSI,A3 SEDAN ATTRACTION 35 TFSI,"127,850","115,070","102,280"
A2,AUDI,A3 SPORTBACK 1.2 TFSI ATTRACTION,A3 SPORTBACK 1.2 TFSI ATTRACTION,"127,950","115,160","102,360"
A2,AUDI,A3 SPORTBACK 1.2T FSI S TRONIC,A3 SPORTBACK 1.2T FSI S TRONIC,"102,810","92,530","82,250"
A2,AUDI,A3 SPORTBACK 1.4T FSI S TRONIC,A3 SPORTBACK 1.4T FSI S TRONIC,"101,170","91,050","80,940"
A2,AUDI,A3 SPORTBACK ATTRACTION,A3 SPORTBACK ATTRACTION,"107,510","96,760","86,010"
A2,AUDI,A3 SPORTBACK ATTRACTION 1.2 TFSI STRONIC,A3 SPORTBACK ATTRACTION 1.2 TFSI STRONIC,"116,100","104,490","92,880"
A2,AUDI,A3 SPORTBACK ATTRACTION 1.2 TFSI STRONIC/ S LINE,EXTAE3R ISOPRORTBACK ATTRACTION 1.2 TFSI STRONIC/ S LINE EXTERIOR,"116,100","104,490","92,880"
A2,AUDI,A3 SPORTBACK ATTRACTION 35 TFSI,A3 SPORTBACK ATTRACTION 35 TFSI,"121,210","109,090","96,970"
A2,AUDI,A3 SPORTBACK SLINE 1.4 TFSI S TRONIC,A3 SPORTBACK SLINE 1.4 TFSI S TRONIC,"117,880","106,090","94,300"
A2,AUDI,A4 1.4 TFSI STRONIC,A4 1.4 TFSI STRONIC,"127,850","115,070","102,280"
A2,AUDI,A4 ATTRACTION 1.4 TFSI,A4 ATTRACTION 1.4 TFSI,"119,510","107,560","95,610"
A2,AUDI,A4 ATTRACTION 1.4 TFSI STRONIC,A4 ATTRACTION 1.4 TFSI STRONIC,"93,310","83,980","74,650"
A2,AUDI,A4 SPORT 1.4 TFSI STRONIC,A4 SPORT 1.4 TFSI STRONIC,"138,160","124,340","110,530"
A2,AUDI,OTROS MODELOS,OTROS MODELOS,"116,100","104,490","92,880"
A2,BAIC,ADVANCE 1.5 MT COMFORT,ADVANCE 1.5 MT COMFORT,"65,450","58,910","52,360"
A2,BAIC,UP HB 1.3 MT COMFORTABLE,UP HB 1.3 MT COMFORTABLE,"39,250","35,330","31,400"
A2,BAIC,UP HB 1.5 AT FASHION,UP HB 1.5 AT FASHION,"49,080","44,170","39,260"
A2,BAIC,UP SEDAN 1.5 MT COMFORTABLE,UP SEDAN 1.5 MT COMFORTABLE,"40,890","36,800","32,710"
A2,BAIC,X25 1.5 AT COMFORT,X25 1.5 AT COMFORT,"40,890","36,800","32,710"
A2,BAIC,X25 1.5 MT COMFORT,X25 1.5 MT COMFORT,"35,980","32,380","28,780"
A2,BAIC,OTROS MODELOS,OTROS MODELOS,"40,890","36,800","32,710"
A2,BMW,118I 5 PUERTAS,118I 5 PUERTAS,"121,110","109,000","96,890"
A2,BMW,118I AT,118I AT,"111,020","99,920","88,820"
A2,BMW,118I M PACKAGE,118I M PACKAGE,"124,580","112,120","99,660"
A2,BMW,118I MILLENIAL AT,118I MILLENIAL AT,"111,290","100,160","89,030"
A2,BMW,218 I,218 I,"121,210","109,090","96,970"
A2,BMW,218 I COUPE,218 I COUPE,"108,030","97,230","86,420"
A2,BMW,218 I GRAN COUPE,218 I GRAN COUPE,"121,110","109,000","96,890"
A2,BMW,318I EXECUTIVE,318I EXECUTIVE,"150,590","135,530","120,470"
A2,BMW,318I LUXURY,318I LUXURY,"147,310","132,580","117,850"
A2,BMW,318I SPORT,318I SPORT,"150,590","135,530","120,470"
A2,BMW,318I SPORT+,318I SPORT+,"150,590","135,530","120,470"
A2,BMW,418I,418I,"121,110","109,000","96,890"
A2,BMW,418I GRAN COUPE,418I GRAN COUPE,"121,110","109,000","96,890"
A2,BMW,IX3 M SPORT,IX3 M SPORT,"302,840","272,560","242,270"
A2,BMW,OTROS MODELOS,OTROS MODELOS,"121,160","109,040","96,930"
A2,BRILLIANCE,FRV CROSS DELUXE 1.5 AT,FRV CROSS DELUXE 1.5 AT,"50,730","45,660","40,580"
A2,BRILLIANCE,FRV CROSS DELUXE MODEL 1.5 MT,FRV CROSS DELUXE MODEL 1.5 MT,"47,450","42,710","37,960"
A2,BRILLIANCE,FSV COMFORTABLE 1.5 MT,FSV COMFORTABLE 1.5 MT,"49,080","44,170","39,260"
A2,BRILLIANCE,FSV SPORT DELUXE 1.5 MT,FSV SPORT DELUXE 1.5 MT,"55,630","50,070","44,500"
A2,BRILLIANCE,H220 1.5 AMT DELUXE,H220 1.5 AMT DELUXE,"45,810","41,230","36,650"
A2,BRILLIANCE,H220 1.5 MT DELUXE,H220 1.5 MT DELUXE,"35,980","32,380","28,780"
A2,BRILLIANCE,H220 1.5MT COMFORTABLE,H220 1.5MT COMFORTABLE,"35,980","32,380","28,780"
A2,BRILLIANCE,H230 1.5 MT COMFORTABLE,H230 1.5 MT COMFORTABLE,"32,710","29,440","26,170"
A2,BRILLIANCE,H230 1.5 MT DELUXE,H230 1.5 MT DELUXE,"35,980","32,380","28,780"
A2,BRILLIANCE,H230 1.5L COMFORTABLE,H230 1.5L COMFORTABLE,"32,710","29,440","26,170"
A2,BRILLIANCE,H230 1.5L DELUXE,H230 1.5L DELUXE,"34,350","30,920","27,480"
A2,BRILLIANCE,H530 AT COMFORT,H530 AT COMFORT,"68,720","61,850","54,980"
A2,BRILLIANCE,H530 MT COMFORT,H530 MT COMFORT,"62,170","55,950","49,740"
A2,BRILLIANCE,OTROS MODELOS,OTROS MODELOS,"45,810","41,230","36,650"
A2,BYD,F3,F3,"41,730","37,560","33,380"
A2,BYD,F3 1.5L 5MT GLX-I,F3 1.5L 5MT GLX-I,"45,400","40,860","36,320"
A2,BYD,F3 G-I SEDAN,F3 G-I SEDAN,"35,980","32,380","28,780"
A2,BYD,F3 GL-I,F3 GL-I,"41,740","37,570","33,390"
A2,BYD,F3 GL-I GNV,F3 GL-I GNV,"40,890","36,800","32,710"
A2,BYD,F3 GL-I SEDAN,F3 GL-I SEDAN,"35,980","32,380","28,780"
A2,BYD,F3 GLX-I SEDAN,F3 GLX-I SEDAN,"45,400","40,860","36,320"
A2,BYD,F3 GNV,F3 GNV,"39,390","35,450","31,510"
A2,BYD,F3 GS-I,F3 GS-I,"39,250","35,330","31,400"
A2,BYD,F3 GS-I DCT,F3 GS-I DCT,"49,080","44,170","39,260"
A2,BYD,F3 R GL-I,F3 R GL-I,"40,240","36,220","32,190"
A2,BYD,F3 R GL-I HATCHBACK,F3 R GL-I HATCHBACK,"42,240","38,020","33,790"
A2,BYD,F3 R GLX-I,F3 R GLX-I,"39,250","35,330","31,400"
A2,BYD,G3 GLX-I,G3 GLX-I,"42,540","38,290","34,030"
A2,BYD,OTROS MODELOS,OTROS MODELOS,"41,310","37,180","33,050"
A2,CHANGAN,A500 1.5L MT 7 SEATS ELITE,A500 1.5L MT 7 SEATS ELITE,"42,690","38,420","34,150"
A2,CHANGAN,ALSVIN 1.5 MT,ALSVIN 1.5 MT,"33,140","29,830","26,510"
A2,CHANGAN,ALSVIN ADVANTAGE 1.5 MT,ALSVIN ADVANTAGE 1.5 MT,"42,540","38,290","34,030"
A2,CHANGAN,BENNI,BENNI,"29,440","26,500","23,550"
A2,CHANGAN,BENNI CLASSIC,BENNI CLASSIC,"29,440","26,500","23,550"
A2,CHANGAN,BENNI LUXURY,BENNI LUXURY,"27,800","25,020","22,240"
A2,CHANGAN,CS55 1.5T 6AT BICOLOR,CS55 1.5T 6AT BICOLOR,"53,230","47,910","42,580"
A2,CHANGAN,CX20 ADVANTAGE,CX20 ADVANTAGE,"39,920","35,930","31,940"
A2,CHANGAN,CX20 CROSS RAMBLER,CX20 CROSS RAMBLER,"29,440","26,500","23,550"
A2,CHANGAN,CX20 LUXURY,CX20 LUXURY,"41,540","37,390","33,230"
A2,CHANGAN,CX20 STYLE,CX20 STYLE,"36,640","32,980","29,310"
A2,CHANGAN,NEW ALSVIN COMFORTABLE 1.4 MT 4X2,NEW ALSVIN COMFORTABLE 1.4 MT 4X2,"35,330","31,800","28,260"
A2,CHANGAN,NEW ALSVIN COMFORTABLE 1.4 MT 4X2 GLPT,NEW ALSVIN COMFORTABLE 1.4 MT 4X2 GLPT,"34,650","31,190","27,720"
A2,CHANGAN,NEW ALSVIN COMFORTABLE 1.4 MT 4X2 GNVC,NEW ALSVIN COMFORTABLE 1.4 MT 4X2 GNVC,"42,740","38,470","34,190"
A2,CHANGAN,NEW ALSVIN ELITE 1.4 MT 4X2,NEW ALSVIN ELITE 1.4 MT 4X2,"37,010","33,310","29,610"
A2,CHANGAN,NEW ALSVIN ELITE 1.4 MT 4X2 VB,NEW ALSVIN ELITE 1.4 MT 4X2 VB,"33,170","29,850","26,540"
A2,CHANGAN,NEW ALSVIN ELITE 1.4 MT 4X2 GLPT,NEW ALSVIN ELITE 1.4 MT 4X2 GLPT,"37,010","33,310","29,610"
A2,CHANGAN,NEW ALSVIN ELITE 1.4 MT 4X2 GNVC,NEW ALSVIN ELITE 1.4 MT 4X2 GNVC,"44,090","39,680","35,270"
A2,CHANGAN,OTROS MODELOS,OTROS MODELOS,"36,830","33,150","29,460"
A2,CHANGHE,CH7142C,CH7142C,"39,250","35,330","31,400"
A2,CHANGHE,CH7143DD26,CH7143DD26,"32,750","29,480","26,200"
A2,CHANGHE,SPLASH,SPLASH,"32,710","29,440","26,170"
A2,CHANGHE,OTROS MODELOS,OTROS MODELOS,"32,750","29,480","26,200"
A2,CHENGLONG,LZ6431BQBE,LZ6431BQBE,"34,050","30,650","27,240"
A2,CHENGLONG,OTROS MODELOS,OTROS MODELOS,"34,050","30,650","27,240"
A2,CHERY,ARRIZO 3,ARRIZO 3,"29,540","26,590","23,630"
A2,CHERY,ARRIZO 3 1.5 AT,ARRIZO 3 1.5 AT,"40,060","36,050","32,050"
A2,CHERY,ARRIZO 3 1.5 MT,ARRIZO 3 1.5 MT,"33,680","30,310","26,940"
A2,CHERY,ARRIZO 3 1.5 MT GNV,ARRIZO 3 1.5 MT GNV,"34,200","30,780","27,360"
A2,CHERY,ARRIZO 5 1.5 MT,ARRIZO 5 1.5 MT,"34,200","30,780","27,360"
A2,CHERY,ARRIZO 5 1.5 MT FULL,ARRIZO 5 1.5 MT FULL,"43,020","38,720","34,420"
A2,CHERY,ARRIZO 5 1.5 MT FULL GLP,ARRIZO 5 1.5 MT FULL GLP,"44,760","40,280","35,810"
A2,CHERY,,ARRIZO 5 PRO 1.5 MT FULL,"41,060","36,950","32,850"
A2,CHERY,BEAT 1.3,BEAT 1.3,"39,250","35,330","31,400"
A2,CHERY,FACE 1.1,FACE 1.1,"32,710","29,440","26,170"
A2,CHERY,FACE 1.3 BASE,FACE 1.3 BASE,"29,440","26,500","23,550"
A2,CHERY,FACE 1.3 FULL,FACE 1.3 FULL,"31,080","27,970","24,860"
A2,CHERY,FACE 1.3 MT,FACE 1.3 MT,"32,710","29,440","26,170"
A2,CHERY,FULWIN HATCHBACK 1.5,FULWIN HATCHBACK 1.5,"35,980","32,380","28,780"
A2,CHERY,FULWIN SEDAN 1.5,FULWIN SEDAN 1.5,"35,980","32,380","28,780"
A2,CHERY,FULWIN XR,FULWIN XR,"44,180","39,760","35,340"
A2,CHERY,K60 1.5 MT FULL GLP,K60 1.5 MT FULL GLP,"52,170","46,950","41,740"
A2,CHERY,K60 1.5 MT FULL GNV,K60 1.5 MT FULL GNV,"49,730","44,760","39,780"
A2,CHERY,NEW ARRIZO 3 1.5 AT FULL,NEW ARRIZO 3 1.5 AT FULL,"38,660","34,790","30,930"
A2,CHERY,NEW ARRIZO 3 1.5 MT,NEW ARRIZO 3 1.5 MT,"35,050","31,550","28,040"
A2,CHERY,NEW ARRIZO 3 1.5 MT FULL,NEW ARRIZO 3 1.5 MT FULL,"35,030","31,530","28,020"
A2,CHERY,NEW ARRIZO 3 1.5 MT FULL GLP,NEW ARRIZO 3 1.5 MT FULL GLP,"37,630","33,870","30,100"
A2,CHERY,NEW ARRIZO 3 1.5 MT FULL GNV,NEW ARRIZO 3 1.5 MT FULL GNV,"37,350","33,620","29,880"
A2,CHERY,NEW ARRIZO 5 1.5 AT FULL,NEW ARRIZO 5 1.5 AT FULL,"37,630","33,870","30,100"
A2,CHERY,QQ AC 1.1 MT,QQ AC 1.1 MT,"26,170","23,550","20,940"
A2,CHERY,QQ PLUS 1.1,QQ PLUS 1.1,"26,170","23,550","20,940"
A2,CHERY,S21,S21,"31,080","27,970","24,860"
A2,CHERY,S21 1.3,S21 1.3,"29,440","26,500","23,550"
A2,CHERY,S21 16V 1.3 FULL,S21 16V 1.3 FULL,"29,440","26,500","23,550"
A2,CHERY,S21 16V 1.3 PLUS,S21 16V 1.3 PLUS,"31,080","27,970","24,860"
A2,CHERY,S21 PLUS 1.3,S21 PLUS 1.3,"32,710","29,440","26,170"
A2,CHERY,TIGGO 8 1.5T MT,TIGGO 8 1.5T MT,"66,210","59,590","52,970"
A2,CHERY,OTROS MODELOS,OTROS MODELOS,"35,040","31,540","28,030"
A2,CHEVROLET,ALL NEW ONIX SEDAN 1.2L LS MT,ALL NEW ONIX SEDAN 1.2L LS MT,"30,290","27,260","24,230"
A2,CHEVROLET,ALL NEW ONIX SEDAN 1.2L LS MT AC,ALL NEW ONIX SEDAN 1.2L LS MT AC,"45,440","40,900","36,350"
A2,CHEVROLET,ALL NEW ONIX SEDAN 1.2L LT MT,ALL NEW ONIX SEDAN 1.2L LT MT,"48,770","43,890","39,020"
A2,CHEVROLET,ALL NEW TRACKER TURBO LTZ AT,ALL NEW TRACKER TURBO LTZ AT,"55,890","50,300","44,710"
A2,CHEVROLET,ALL NEW TRACKER TURBO LTZ MT,ALL NEW TRACKER TURBO LTZ MT,"56,720","51,050","45,380"
A2,CHEVROLET,ALL NEW TRACKER TURBO MT,ALL NEW TRACKER TURBO MT,"63,900","57,510","51,120"
A2,CHEVROLET,ALL NEW TRACKER TURBO PREMIER AT,ALL NEW TRACKER TURBO PREMIER AT,"73,110","65,800","58,490"
A2,CHEVROLET,AVEO,AVEO,"40,890","36,800","32,710"
A2,CHEVROLET,AVEO BASE HB 1.4 MEC. 5P,AVEO BASE HB 1.4 MEC. 5P,"38,610","34,750","30,890"
A2,CHEVROLET,AVEO LS HB 1.4,AVEO LS HB 1.4,"40,890","36,800","32,710"
A2,CHEVROLET,AVEO LS SEDAN 1.4,AVEO LS SEDAN 1.4,"45,810","41,230","36,650"
A2,CHEVROLET,AVEO LT BASE SEDAN 1.4 MT,AVEO LT BASE SEDAN 1.4 MT,"44,180","39,760","35,340"
A2,CHEVROLET,AVEO LT HATCHBACK 1.4 AT FULL,AVEO LT HATCHBACK 1.4 AT FULL,"54,320","48,890","43,460"
A2,CHEVROLET,AVEO LT HATCHBACK 1.4 MT FULL,AVEO LT HATCHBACK 1.4 MT FULL,"51,060","45,950","40,850"
A2,CHEVROLET,AVEO LT HB,AVEO LT HB,"44,180","39,760","35,340"
A2,CHEVROLET,AVEO LT HB 1.4,AVEO LT HB 1.4,"45,810","41,230","36,650"
A2,CHEVROLET,AVEO LT HB 1.4 AUT.,AVEO LT HB 1.4 AUT.,"52,370","47,130","41,900"
A2,CHEVROLET,AVEO LT HB 3P.,AVEO LT HB 3P.,"44,180","39,760","35,340"
A2,CHEVROLET,AVEO LT SEDAN 1.4,AVEO LT SEDAN 1.4,"43,510","39,160","34,810"
A2,CHEVROLET,AVEO LT SEDAN 1.4 AUT.,AVEO LT SEDAN 1.4 AUT.,"46,790","42,110","37,430"
A2,CHEVROLET,AVEO LT TRANS HB 1.4 MEC.,AVEO LT TRANS HB 1.4 MEC.,"49,080","44,170","39,260"
A2,CHEVROLET,AVEO NB BASE SEDAN 1.4,AVEO NB BASE SEDAN 1.4,"41,540","37,390","33,230"
A2,CHEVROLET,AVEO NB SEDAN 1.4,AVEO NB SEDAN 1.4,"41,540","37,390","33,230"
A2,CHEVROLET,AVEO SD MT AC A,AVEO SD MT AC A,"42,540","38,290","34,030"
A2,CHEVROLET,CHEVY,CHEVY,"38,930","35,040","31,140"
A2,CHEVROLET,CHEVY TAXI,CHEVY TAXI,"34,350","30,920","27,480"
A2,CHEVROLET,CORSA 1.2 5P,CORSA 1.2 5P,"39,250","35,330","31,400"
A2,CHEVROLET,CORSA 1.4 3P,CORSA 1.4 3P,"35,980","32,380","28,780"
A2,CHEVROLET,CORSA 1.4 5P,CORSA 1.4 5P,"42,540","38,290","34,030"
A2,CHEVROLET,CORSA ECO. 1.2,CORSA ECO. 1.2,"34,680","31,210","27,740"
A2,CHEVROLET,CORSA SWING,CORSA SWING,"35,980","32,380","28,780"
A2,CHEVROLET,GROOVE 1.5 LT MT,GROOVE 1.5 LT MT,"55,330","49,800","44,260"
A2,CHEVROLET,GROOVE 1.5 PREMIER MT,GROOVE 1.5 PREMIER MT,"52,740","47,470","42,190"
A2,CHEVROLET,JOY 1.4 BLACK MT,JOY 1.4 BLACK MT,"40,100","36,090","32,080"
A2,CHEVROLET,JOY 1.4 BLACK MT ESC SMART,JOY 1.4 BLACK MT ESC SMART,"42,700","38,430","34,160"
A2,CHEVROLET,JOY 1.4 BLACK MT ESC SMART GLP,JOY 1.4 BLACK MT ESC SMART GLP,"44,390","39,950","35,510"
A2,CHEVROLET,JOY 1.4 BLACK MT SMART,JOY 1.4 BLACK MT SMART,"38,420","34,580","30,740"
A2,CHEVROLET,JOY SEDAN 1.4 BLACK MT,JOY SEDAN 1.4 BLACK MT,"36,540","32,890","29,230"
A2,CHEVROLET,JOY SEDAN 1.4 BLACK MT ESC SMART,JOY SEDAN 1.4 BLACK MT ESC SMART,"43,710","39,340","34,970"
A2,CHEVROLET,JOY SEDAN 1.4 BLACK MT ESC SMART GLP,JOY SEDAN 1.4 BLACK MT ESC SMART GLP,"43,710","39,340","34,970"
A2,CHEVROLET,JOY SEDAN 1.4 BLACK MT ESC SMART GNV,JOY SEDAN 1.4 BLACK MT ESC SMART GNV,"43,690","39,320","34,950"
A2,CHEVROLET,JOY SEDAN 1.4 BLACK MT SMART,JOY SEDAN 1.4 BLACK MT SMART,"40,720","36,650","32,580"
A2,CHEVROLET,JOY SEDAN 1.4 BLACK MT SMART GLP,JOY SEDAN 1.4 BLACK MT SMART GLP,"44,040","39,640","35,230"
A2,CHEVROLET,JOY SEDAN 1.4 BLACK MT SMART GNV,JOY SEDAN 1.4 BLACK MT SMART GNV,"44,730","40,260","35,780"
A2,CHEVROLET,NEW ONIX SEDAN 1.2L LS MT,NEW ONIX SEDAN 1.2L LS MT,"40,350","36,320","32,280"
A2,CHEVROLET,NEW ONIX SEDAN 1.2L LS MT AC,NEW ONIX SEDAN 1.2L LS MT AC,"44,110","39,700","35,290"
A2,CHEVROLET,NEW ONIX SEDAN 1.2L LT MT,NEW ONIX SEDAN 1.2L LT MT,"48,770","43,890","39,020"
A2,CHEVROLET,ONIX,ONIX,"40,580","36,520","32,460"
A2,CHEVROLET,ONIX 1.4 L LTZ MT,ONIX 1.4 L LTZ MT,"35,980","32,380","28,780"
A2,CHEVROLET,ONIX 1.4 LT MT,ONIX 1.4 LT MT,"39,770","35,790","31,820"
A2,CHEVROLET,ONIX 1.4 LTZ MT,ONIX 1.4 LTZ MT,"37,320","33,590","29,860"
A2,CHEVROLET,ONIX 1.4L LT MT,ONIX 1.4L LT MT,"35,310","31,780","28,250"
